,id,date,self_reported_sleep_duration,00:15:00,00:30:00,00:45:00,01:00:00,01:15:00,01:30:00,01:45:00,02:00:00,02:15:00,02:30:00,02:45:00,03:00:00,03:15:00,03:30:00,03:45:00,04:00:00,04:15:00,04:30:00,04:45:00,05:00:00,05:15:00,05:30:00,05:45:00,06:00:00,06:15:00,06:30:00,06:45:00,07:00:00,07:15:00,07:30:00,07:45:00,08:00:00,08:15:00,08:30:00,08:45:00,09:00:00,09:15:00,09:30:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,11:45:00,12:00:00,12:15:00,12:30:00,12:45:00,13:00:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,15:00:00,15:15:00,15:30:00,15:45:00,16:00:00,16:15:00,16:30:00,16:45:00,17:00:00,17:15:00,17:30:00,17:45:00,18:00:00,18:15:00,18:30:00,18:45:00,19:00:00,19:15:00,19:30:00,19:45:00,20:00:00,20:15:00,20:30:00,20:45:00,21:00:00,21:15:00,21:30:00,21:45:00,22:00:00,22:15:00,22:30:00,22:45:00,23:00:00,23:15:00,23:30:00,23:45:00,00:15:00.1,00:30:00.1,00:45:00.1,01:00:00.1,01:15:00.1,01:30:00.1,01:45:00.1,02:00:00.1,02:15:00.1,02:30:00.1,02:45:00.1,03:00:00.1,03:15:00.1,03:30:00.1,03:45:00.1,04:00:00.1,04:15:00.1,04:30:00.1,04:45:00.1,05:00:00.1,05:15:00.1,05:30:00.1,05:45:00.1,06:00:00.1,06:15:00.1,06:30:00.1,06:45:00.1,07:00:00.1,07:15:00.1,07:30:00.1,07:45:00.1,08:00:00.1,08:15:00.1,08:30:00.1,08:45:00.1,09:00:00.1,09:15:00.1,09:30:00.1,09:45:00.1,10:00:00.1,10:15:00.1,10:30:00.1,10:45:00.1,11:00:00.1,11:15:00.1,11:30:00.1,11:45:00.1,12:00:00.1,12:15:00.1,12:30:00.1,12:45:00.1,13:00:00.1,13:15:00.1,13:30:00.1,13:45:00.1,14:00:00.1,14:15:00.1,14:30:00.1,14:45:00.1,15:00:00.1,15:15:00.1,15:30:00.1,15:45:00.1,16:00:00.1,16:15:00.1,16:30:00.1,16:45:00.1,17:00:00.1,17:15:00.1,17:30:00.1,17:45:00.1,18:00:00.1,18:15:00.1,18:30:00.1,18:45:00.1,19:00:00.1,19:15:00.1,19:30:00.1,19:45:00.1,20:00:00.1,20:15:00.1,20:30:00.1,20:45:00.1,21:00:00.1,21:15:00.1,21:30:00.1,21:45:00.1,22:00:00.1,22:15:00.1,22:30:00.1,22:45:00.1,23:00:00.1,23:15:00.1,23:30:00.1,23:45:00.1
0,User #15051,2020-02-04,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.4970000000001,63.212,148.12599999999998,7.094,68.489,524.462,270.863,0.0,61.359,82.681,45.634,273.982,478.734,408.664,108.264,3.156,0.0,560.461,41.868,0.0,0.0,101.821,52.768,226.3,0.0,2.109,0.0,117.599,300.308,156.265,393.422,206.835,0.0,43.177,215.756,508.557,0.0,217.66,130.30700000000002,60.008,60.629000000000005,29.611,0.0,133.383,55.249,30.178,0.0,43.469,272.414,386.684,24.113,97.965,0.0,0.0,446.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.4970000000001,63.212,148.12599999999998,7.094,68.489,524.462,270.863,0.0,61.359,82.681,45.634,273.982,478.734,408.664,108.264,3.156,0.0,560.461,41.868,0.0,0.0,101.821,52.768,226.3,0.0,2.109,0.0,117.599,300.308,156.265,393.422,206.835,0.0,43.177,215.756,508.557,0.0,217.66,130.30700000000002,60.008,60.629000000000005,29.611,0.0,133.383,55.249,30.178,0.0,43.469,272.414,386.684,24.113,97.965,0.0,0.0,446.432,0.0,0.0,0.0,0.0,0.0
1,User #15051,2020-02-14,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.225,154.435,131.093,695.697,147.543,51.087,578.035,76.724,0.0,0.284,0.0,40.245,878.082,315.036,19.333,0.0,111.03699999999998,21.744,74.229,0.0,25.583,17.637,23.109,1.051,13.952,79.685,2.107,121.882,244.96,108.777,76.82900000000001,53.967,21.106,235.955,55.945,0.0,668.4939999999999,55.93,76.782,0.0,0.0,362.357,0.0,0.0,0.0,766.166,8.862,97.443,18.078,0.0,44.492,0.0,75.742,9.875,174.647,18.704,45.296,63.876,712.581,73.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.225,154.435,131.093,695.697,147.543,51.087,578.035,76.724,0.0,0.284,0.0,40.245,878.082,315.036,19.333,0.0,111.03699999999998,21.744,74.229,0.0,25.583,17.637,23.109,1.051,13.952,79.685,2.107,121.882,244.96,108.777,76.82900000000001,53.967,21.106,235.955,55.945,0.0,668.4939999999999,55.93,76.782,0.0,0.0,362.357,0.0,0.0,0.0,766.166,8.862,97.443,18.078,0.0,44.492,0.0,75.742,9.875,174.647,18.704,45.296,63.876,712.581,73.24
2,User #15051,2020-02-15,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.466,661.007,0.0,0.0,63.63,323.998,61.25,0.0,0.0,228.269,4.203,82.675,0.0,0.0,48.258,69.046,0.0,102.703,92.511,266.618,20.648,60.455,50.371,130.5,770.097,0.0,0.0,43.767,0.0,0.0,0.0,7.358,47.955,174.881,1.57,0.0,0.0,193.754,220.383,4.646,5.196,0.0,0.0,118.732,252.052,180.136,531.492,0.0,109.968,258.56600000000003,322.785,21.463,0.0,490.697,772.673,36.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.466,661.007,0.0,0.0,63.63,323.998,61.25,0.0,0.0,228.269,4.203,82.675,0.0,0.0,48.258,69.046,0.0,102.703,92.511,266.618,20.648,60.455,50.371,130.5,770.097,0.0,0.0,43.767,0.0,0.0,0.0,7.358,47.955,174.881,1.57,0.0,0.0,193.754,220.383,4.646,5.196,0.0,0.0,118.732,252.052,180.136,531.492,0.0,109.968,258.56600000000003,322.785,21.463,0.0,490.697,772.673,36.207
3,User #15051,2020-02-16,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.621,375.359,145.168,421.11,200.466,0.0,0.0,0.0,2.976,30.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.64,8.967,442.995,266.818,350.673,794.7860000000001,0.0,253.471,712.659,699.088,369.792,0.0,0.0,115.988,0.0,0.0,343.295,328.156,661.389,30.334,389.23,19.602,0.0,39.145,0.0,0.0,52.915,0.0,103.013,0.0,56.748000000000005,0.0,0.0,161.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.621,375.359,145.168,421.11,200.466,0.0,0.0,0.0,2.976,30.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.64,8.967,442.995,266.818,350.673,794.7860000000001,0.0,253.471,712.659,699.088,369.792,0.0,0.0,115.988,0.0,0.0,343.295,328.156,661.389,30.334,389.23,19.602,0.0,39.145,0.0,0.0,52.915,0.0,103.013,0.0,56.748000000000005,0.0,0.0,161.191,0.0,0.0
4,User #15051,2020-02-17,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.524,21.952,0.0,338.227,40.233,0.0,35.007,31.938,0.0,0.0,0.0,0.0,14.64,0.0,77.194,0.0,97.397,0.0,44.396,6.631,130.27700000000002,0.0,163.758,0.0,0.0,44.212,80.201,7.829,0.007,44.619,0.0,0.0,87.73400000000001,137.165,18.046000000000003,109.433,84.546,183.865,453.1110000000001,189.089,60.452,0.0,44.49,46.511,193.131,0.0,156.77800000000002,0.0,667.163,330.627,339.401,437.051,28.075,35.968,4.497,84.561,206.102,284.41700000000003,0.0,0.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.524,21.952,0.0,338.227,40.233,0.0,35.007,31.938,0.0,0.0,0.0,0.0,14.64,0.0,77.194,0.0,97.397,0.0,44.396,6.631,130.27700000000002,0.0,163.758,0.0,0.0,44.212,80.201,7.829,0.007,44.619,0.0,0.0,87.73400000000001,137.165,18.046000000000003,109.433,84.546,183.865,453.1110000000001,189.089,60.452,0.0,44.49,46.511,193.131,0.0,156.77800000000002,0.0,667.163,330.627,339.401,437.051,28.075,35.968,4.497,84.561,206.102,284.41700000000003,0.0,0.0,37.4,0.0
5,User #15051,2020-02-18,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.779,150.155,271.242,575.203,287.59000000000003,0.0,17.981,25.861,247.728,156.247,369.83,94.501,0.0,0.0,239.598,0.0,14.443,348.391,128.987,65.762,20.104,185.43,0.0,0.0,61.086,0.0,0.0,259.401,0.0,28.811,132.078,384.862,23.972,124.008,22.785,0.0,712.102,0.0,0.0,0.0,849.884,0.0,0.0,203.169,708.24,544.5079999999999,35.125,166.962,24.567,68.356,0.0,63.016,89.159,604.405,0.0,58.206,54.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.779,150.155,271.242,575.203,287.59000000000003,0.0,17.981,25.861,247.728,156.247,369.83,94.501,0.0,0.0,239.598,0.0,14.443,348.391,128.987,65.762,20.104,185.43,0.0,0.0,61.086,0.0,0.0,259.401,0.0,28.811,132.078,384.862,23.972,124.008,22.785,0.0,712.102,0.0,0.0,0.0,849.884,0.0,0.0,203.169,708.24,544.5079999999999,35.125,166.962,24.567,68.356,0.0,63.016,89.159,604.405,0.0,58.206,54.18,0.0,0.0,0.0
6,User #15051,2020-02-19,9.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.7660000000001,734.8000000000001,174.928,197.151,42.306,5.382,72.19200000000001,518.954,0.0,49.049,54.702,493.142,0.0,160.246,98.176,321.737,0.0,79.575,183.888,27.273,49.961,0.0,78.194,850.098,799.7660000000001,215.017,126.292,94.49,443.113,112.709,32.398,522.486,63.844,486.392,262.701,134.856,36.674,580.1990000000001,0.0,160.47500000000002,840.173,217.039,795.219,672.5509999999999,47.916,0.0,251.015,38.072,47.865,35.921,546.461,395.623,613.933,117.005,489.171,403.898,297.306,865.6850000000001,33.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.7660000000001,734.8000000000001,174.928,197.151,42.306,5.382,72.19200000000001,518.954,0.0,49.049,54.702,493.142,0.0,160.246,98.176,321.737,0.0,79.575,183.888,27.273,49.961,0.0,78.194,850.098,799.7660000000001,215.017,126.292,94.49,443.113,112.709,32.398,522.486,63.844,486.392,262.701,134.856,36.674,580.1990000000001,0.0,160.47500000000002,840.173,217.039,795.219,672.5509999999999,47.916,0.0,251.015,38.072,47.865,35.921,546.461,395.623,613.933,117.005,489.171,403.898,297.306,865.6850000000001,33.135,0.0
7,User #15051,2020-02-20,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.857,395.42,0.0,582.075,0.0,0.0,639.332,164.313,0.0,0.0,251.932,24.28,151.012,232.516,219.153,546.866,470.54,0.0,98.819,3.164,25.888,44.018,6.221,55.765,300.89300000000003,0.0,0.0,11.51,190.952,168.34,86.106,90.02799999999999,0.0,191.206,197.965,189.632,0.0,1.898,1.309,100.754,87.922,0.0,456.642,236.436,349.813,91.606,206.374,0.0,0.0,0.0,0.0,0.0,192.335,103.629,313.845,90.311,64.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.857,395.42,0.0,582.075,0.0,0.0,639.332,164.313,0.0,0.0,251.932,24.28,151.012,232.516,219.153,546.866,470.54,0.0,98.819,3.164,25.888,44.018,6.221,55.765,300.89300000000003,0.0,0.0,11.51,190.952,168.34,86.106,90.02799999999999,0.0,191.206,197.965,189.632,0.0,1.898,1.309,100.754,87.922,0.0,456.642,236.436,349.813,91.606,206.374,0.0,0.0,0.0,0.0,0.0,192.335,103.629,313.845,90.311,64.084,0.0,0.0,0.0
8,User #15051,2020-02-21,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.538,0.0,12.312,593.914,412.646,180.262,65.282,43.363,117.91,357.183,0.0,262.255,0.0,0.0,0.0,0.0,447.479,321.721,209.294,652.791,224.319,159.06,0.0,40.818,21.47,51.864,82.475,0.0,0.0,269.902,6.237,330.168,235.91,469.424,44.471,6.673,0.0,25.709,250.096,180.402,0.0,0.0,554.639,336.403,250.557,208.492,706.953,376.608,541.6,395.389,140.109,669.7909999999999,0.0,86.4,39.526,5.255,18.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.538,0.0,12.312,593.914,412.646,180.262,65.282,43.363,117.91,357.183,0.0,262.255,0.0,0.0,0.0,0.0,447.479,321.721,209.294,652.791,224.319,159.06,0.0,40.818,21.47,51.864,82.475,0.0,0.0,269.902,6.237,330.168,235.91,469.424,44.471,6.673,0.0,25.709,250.096,180.402,0.0,0.0,554.639,336.403,250.557,208.492,706.953,376.608,541.6,395.389,140.109,669.7909999999999,0.0,86.4,39.526,5.255,18.135,0.0,0.0,0.0
9,User #15051,2020-02-22,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.44,0.0,15.304,331.557,249.092,200.443,342.207,773.24,18.522,0.0,0.0,323.076,257.731,138.666,179.03199999999998,0.0,197.833,0.0,329.089,110.21,72.856,41.385000000000005,725.137,656.104,119.759,196.1,208.992,19.704,0.0,460.995,638.5260000000001,126.392,113.659,338.207,107.394,0.0,466.429,105.564,223.682,56.303,191.35,671.57,298.776,72.00800000000001,0.0,292.42,62.659,86.366,14.581,101.966,47.536,0.0,100.347,79.624,91.797,453.221,63.71,0.0,203.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.44,0.0,15.304,331.557,249.092,200.443,342.207,773.24,18.522,0.0,0.0,323.076,257.731,138.666,179.03199999999998,0.0,197.833,0.0,329.089,110.21,72.856,41.385000000000005,725.137,656.104,119.759,196.1,208.992,19.704,0.0,460.995,638.5260000000001,126.392,113.659,338.207,107.394,0.0,466.429,105.564,223.682,56.303,191.35,671.57,298.776,72.00800000000001,0.0,292.42,62.659,86.366,14.581,101.966,47.536,0.0,100.347,79.624,91.797,453.221,63.71,0.0,203.23,0.0
